Item ID,Item Name,Category,Quantity,Price per Unit,Total Value,Warehouse,Reorder Level
TO-0782,Screwdriver,Tools,450,491.02,220959.0,Warehouse-4,75
EL-0783,Monitor,Electronics,488,366.95,179071.6,Warehouse-1,52
FO-0784,Cheese,Food,378,116.46,44021.88,Warehouse-1,45
TO-0785,Saw,Tools,147,891.29,131019.63,Warehouse-2,34
FU-0786,Desk,Furniture,88,473.58,41675.04,Warehouse-4,91
TO-0787,Blocks,Toys,113,653.66,73863.58,Warehouse-1,22
EL-0788,Laptop,Electronics,221,219.99,48617.79,Warehouse-3,38
FU-0789,Shelf,Furniture,330,733.0,241890.0,Warehouse-4,49
FU-0790,Couch,Furniture,247,13.88,3428.36,Warehouse-4,88
FU-0791,Shelf,Furniture,188,887.03,166761.64,Warehouse-4,41
CL-0792,Shoes,Clothing,48,561.0,26928.0,Warehouse-2,76
FU-0793,Desk,Furniture,245,65.87,16138.15,Warehouse-3,83
EL-0794,Laptop,Electronics,425,653.29,277648.25,Warehouse-3,24
TO-0795,Ball,Toys,111,942.18,104581.98,Warehouse-1,89
FO-0796,Milk,Food,323,344.84,111383.32,Warehouse-4,91
FO-0797,Apple,Food,492,837.53,412064.76,Warehouse-1,59
TO-0798,Puzzle,Toys,238,88.46,21053.48,Warehouse-1,55
BO-0799,Textbook,Books,255,318.56,81232.8,Warehouse-1,69
FO-0800,Milk,Food,474,430.16,203895.84,Warehouse-4,82
BO-0801,Textbook,Books,461,100.85,46491.85,Warehouse-3,56
EL-0802,Monitor,Electronics,238,160.29,38149.02,Warehouse-3,61
TO-0803,Doll,Toys,275,65.24,17941.0,Warehouse-4,40
FO-0804,Cheese,Food,333,301.14,100279.62,Warehouse-3,79
TO-0805,Screwdriver,Tools,391,932.14,364466.74,Warehouse-2,43
BO-0806,Textbook,Books,222,955.56,212134.32,Warehouse-5,33
TO-0807,Drill,Tools,176,290.22,51078.72,Warehouse-5,88
CL-0808,Hat,Clothing,116,418.59,48556.44,Warehouse-4,21
EL-0809,Tablet,Electronics,73,205.06,14969.38,Warehouse-2,67
BO-0810,Notebook,Books,37,480.5,17778.5,Warehouse-5,45
TO-0811,Car,Toys,192,168.39,32330.88,Warehouse-4,22
BO-0812,Notebook,Books,72,894.14,64378.08,Warehouse-2,57
EL-0813,Phone,Electronics,278,798.19,221896.82,Warehouse-5,28
CL-0814,Shoes,Clothing,354,845.5,299307.0,Warehouse-1,32
FU-0815,Table,Furniture,364,458.28,166813.92,Warehouse-1,85
FO-0816,Milk,Food,153,748.4,114505.2,Warehouse-5,78
EL-0817,Phone,Electronics,158,388.03,61308.74,Warehouse-1,98
TO-0818,Drill,Tools,214,813.68,174127.52,Warehouse-1,59
CL-0819,Pants,Clothing,53,426.18,22587.54,Warehouse-2,34
CL-0820,Jacket,Clothing,298,460.69,137285.62,Warehouse-5,68
TO-0821,Hammer,Tools,53,819.09,43411.77,Warehouse-5,96
TO-0822,Car,Toys,197,859.94,169408.18,Warehouse-5,42
TO-0823,Blocks,Toys,456,895.34,408275.04,Warehouse-5,31
TO-0824,Puzzle,Toys,236,683.01,161190.36,Warehouse-5,91
FO-0825,Milk,Food,464,824.48,382558.72,Warehouse-2,92
CL-0826,Hat,Clothing,306,827.39,253181.34,Warehouse-3,75
FO-0827,Bread,Food,86,602.79,51839.94,Warehouse-2,31
EL-0828,Laptop,Electronics,313,572.77,179277.01,Warehouse-5,36
FU-0829,Desk,Furniture,372,381.96,142089.12,Warehouse-5,46
EL-0830,Phone,Electronics,442,722.15,319190.3,Warehouse-5,62
FO-0831,Apple,Food,372,100.41,37352.52,Warehouse-2,48
FO-0832,Chicken,Food,106,999.68,105966.08,Warehouse-5,42
EL-0833,Monitor,Electronics,296,732.41,216793.36,Warehouse-5,99
EL-0834,Laptop,Electronics,457,499.15,228111.55,Warehouse-5,34
CL-0835,Hat,Clothing,391,318.85,124670.35,Warehouse-5,76
BO-0836,Notebook,Books,363,31.75,11525.25,Warehouse-4,99
BO-0837,Magazine,Books,24,732.52,17580.48,Warehouse-3,23
TO-0838,Puzzle,Toys,231,133.09,30743.79,Warehouse-3,49
BO-0839,Textbook,Books,261,343.15,89562.15,Warehouse-5,34
BO-0840,Magazine,Books,113,961.6,108660.8,Warehouse-2,83
FU-0841,Couch,Furniture,151,129.78,19596.78,Warehouse-4,55
TO-0842,Doll,Toys,198,766.29,151725.42,Warehouse-1,32
FU-0843,Couch,Furniture,244,940.38,229452.72,Warehouse-5,94
BO-0844,Novel,Books,307,265.32,81453.24,Warehouse-3,58
FU-0845,Shelf,Furniture,6,932.41,5594.46,Warehouse-1,22
BO-0846,Novel,Books,37,958.17,35452.29,Warehouse-2,51
TO-0847,Doll,Toys,170,252.55,42933.5,Warehouse-1,66
TO-0848,Blocks,Toys,180,443.62,79851.6,Warehouse-4,83
EL-0849,Monitor,Electronics,449,237.88,106808.12,Warehouse-2,66
FO-0850,Bread,Food,291,624.99,181872.09,Warehouse-2,42
FO-0851,Cheese,Food,10,248.65,2486.5,Warehouse-4,26
BO-0852,Notebook,Books,103,326.37,33616.11,Warehouse-1,86
TO-0853,Wrench,Tools,262,605.26,158578.12,Warehouse-2,76
CL-0854,Shoes,Clothing,330,274.41,90555.3,Warehouse-4,94
EL-0855,Monitor,Electronics,110,667.43,73417.3,Warehouse-2,66
FO-0856,Milk,Food,29,299.2,8676.8,Warehouse-3,45
FU-0857,Shelf,Furniture,145,413.49,59956.05,Warehouse-3,77
BO-0858,Textbook,Books,393,232.63,91423.59,Warehouse-3,20
BO-0859,Magazine,Books,306,183.2,56059.2,Warehouse-1,36
TO-0860,Car,Toys,281,175.59,49340.79,Warehouse-5,66
FU-0861,Desk,Furniture,239,839.66,200678.74,Warehouse-2,96
FU-0862,Couch,Furniture,15,755.84,11337.6,Warehouse-5,62
CL-0863,Shirt,Clothing,494,838.85,414391.9,Warehouse-1,25
BO-0864,Novel,Books,34,432.26,14696.84,Warehouse-5,37
BO-0865,Manual,Books,441,549.57,242360.37,Warehouse-4,84
FU-0866,Desk,Furniture,95,567.03,53867.85,Warehouse-2,35
TO-0867,Screwdriver,Tools,436,841.69,366976.84,Warehouse-2,79
FU-0868,Desk,Furniture,111,849.78,94325.58,Warehouse-4,52
CL-0869,Shoes,Clothing,311,593.55,184594.05,Warehouse-4,80
EL-0870,Monitor,Electronics,122,576.85,70375.7,Warehouse-2,32
FO-0871,Chicken,Food,464,217.97,101138.08,Warehouse-2,38
CL-0872,Shirt,Clothing,177,329.53,58326.81,Warehouse-2,78
TO-0873,Car,Toys,157,897.55,140915.35,Warehouse-5,62
FU-0874,Chair,Furniture,237,383.38,90861.06,Warehouse-1,80
EL-0875,Laptop,Electronics,152,20.87,3172.24,Warehouse-5,68
TO-0876,Drill,Tools,251,821.62,206226.62,Warehouse-3,39
FO-0877,Bread,Food,259,298.43,77293.37,Warehouse-4,47
TO-0878,Wrench,Tools,68,162.0,11016.0,Warehouse-1,27
CL-0879,Shirt,Clothing,223,114.46,25524.58,Warehouse-2,21
FO-0880,Chicken,Food,383,771.63,295534.29,Warehouse-5,40
FO-0881,Bread,Food,240,630.85,151404.0,Warehouse-5,34
CL-0882,Jacket,Clothing,436,941.04,410293.44,Warehouse-3,54
CL-0883,Jacket,Clothing,122,842.93,102837.46,Warehouse-3,47
EL-0884,Laptop,Electronics,190,210.25,39947.5,Warehouse-2,22
FO-0885,Bread,Food,173,448.63,77612.99,Warehouse-4,30
EL-0886,Monitor,Electronics,235,776.05,182371.75,Warehouse-2,34
EL-0887,Monitor,Electronics,206,121.7,25070.2,Warehouse-1,76
FU-0888,Chair,Furniture,5,520.11,2600.55,Warehouse-3,89
TO-0889,Screwdriver,Tools,489,116.4,56919.6,Warehouse-3,80
CL-0890,Hat,Clothing,70,501.25,35087.5,Warehouse-1,67
TO-0891,Doll,Toys,328,455.58,149430.24,Warehouse-4,56
FU-0892,Desk,Furniture,387,295.18,114234.66,Warehouse-4,30
FU-0893,Desk,Furniture,40,412.58,16503.2,Warehouse-4,82
TO-0894,Puzzle,Toys,339,882.15,299048.85,Warehouse-2,40
TO-0895,Blocks,Toys,11,245.38,2699.18,Warehouse-5,66
TO-0896,Blocks,Toys,358,768.58,275151.64,Warehouse-2,75
FO-0897,Apple,Food,204,821.79,167645.16,Warehouse-3,85
TO-0898,Hammer,Tools,374,300.31,112315.94,Warehouse-5,42
FO-0899,Apple,Food,167,898.18,149996.06,Warehouse-3,98
FU-0900,Couch,Furniture,275,342.43,94168.25,Warehouse-4,89
CL-0901,Shirt,Clothing,301,244.49,73591.49,Warehouse-5,24
FO-0902,Milk,Food,280,750.22,210061.6,Warehouse-2,52
FO-0903,Chicken,Food,434,273.24,118586.16,Warehouse-5,31
TO-0904,Screwdriver,Tools,239,887.39,212086.21,Warehouse-2,52
TO-0905,Puzzle,Toys,262,940.17,246324.54,Warehouse-5,77
TO-0906,Puzzle,Toys,371,525.21,194852.91,Warehouse-4,53
TO-0907,Wrench,Tools,73,249.93,18244.89,Warehouse-2,85
TO-0908,Drill,Tools,249,758.33,188824.17,Warehouse-2,56
BO-0909,Novel,Books,210,776.76,163119.6,Warehouse-1,65
FO-0910,Milk,Food,11,597.81,6575.91,Warehouse-4,51
BO-0911,Manual,Books,495,539.2,266904.0,Warehouse-5,92
TO-0912,Car,Toys,307,707.5,217202.5,Warehouse-1,20
CL-0913,Jacket,Clothing,297,850.19,252506.43,Warehouse-5,79
EL-0914,Tablet,Electronics,31,229.85,7125.35,Warehouse-1,24
TO-0915,Hammer,Tools,127,729.65,92665.55,Warehouse-4,84
BO-0916,Manual,Books,184,580.31,106777.04,Warehouse-5,21
TO-0917,Saw,Tools,305,261.56,79775.8,Warehouse-4,24
BO-0918,Novel,Books,124,413.28,51246.72,Warehouse-4,50
FU-0919,Desk,Furniture,32,759.03,24288.96,Warehouse-2,93
EL-0920,Tablet,Electronics,101,887.66,89653.66,Warehouse-4,71
TO-0921,Screwdriver,Tools,419,546.44,228958.36,Warehouse-5,87
FO-0922,Bread,Food,70,329.11,23037.7,Warehouse-3,41
BO-0923,Novel,Books,203,233.07,47313.21,Warehouse-4,20
EL-0924,Monitor,Electronics,18,184.33,3317.94,Warehouse-4,96
TO-0925,Wrench,Tools,179,427.07,76445.53,Warehouse-5,68
EL-0926,Camera,Electronics,493,787.9,388434.7,Warehouse-5,23
EL-0927,Tablet,Electronics,422,63.2,26670.4,Warehouse-4,21
TO-0928,Wrench,Tools,185,369.53,68363.05,Warehouse-1,37
CL-0929,Shirt,Clothing,174,197.14,34302.36,Warehouse-2,48
BO-0930,Manual,Books,247,206.11,50909.17,Warehouse-1,70
FU-0931,Table,Furniture,239,559.68,133763.52,Warehouse-1,89
CL-0932,Shoes,Clothing,346,870.01,301023.46,Warehouse-4,67
TO-0933,Wrench,Tools,92,652.34,60015.28,Warehouse-4,45
EL-0934,Tablet,Electronics,204,725.26,147953.04,Warehouse-3,84
CL-0935,Shirt,Clothing,60,837.4,50244.0,Warehouse-5,80
TO-0936,Ball,Toys,450,395.38,177921.0,Warehouse-2,74
CL-0937,Hat,Clothing,260,335.26,87167.6,Warehouse-4,48
TO-0938,Wrench,Tools,455,398.8,181454.0,Warehouse-4,93
BO-0939,Textbook,Books,318,502.49,159791.82,Warehouse-4,61
EL-0940,Tablet,Electronics,459,156.31,71746.29,Warehouse-5,60
BO-0941,Notebook,Books,7,618.72,4331.04,Warehouse-4,72
BO-0942,Textbook,Books,348,289.58,100773.84,Warehouse-4,80
FU-0943,Shelf,Furniture,204,315.29,64319.16,Warehouse-4,47
TO-0944,Drill,Tools,444,587.92,261036.48,Warehouse-3,21
FO-0945,Bread,Food,444,982.18,436087.92,Warehouse-3,86
BO-0946,Textbook,Books,130,193.14,25108.2,Warehouse-3,70
FU-0947,Shelf,Furniture,212,409.02,86712.24,Warehouse-5,71
TO-0948,Hammer,Tools,293,907.24,265821.32,Warehouse-2,43
TO-0949,Wrench,Tools,492,790.85,389098.2,Warehouse-3,97
TO-0950,Blocks,Toys,232,983.3,228125.6,Warehouse-4,97
BO-0951,Notebook,Books,442,849.11,375306.62,Warehouse-5,28
TO-0952,Puzzle,Toys,145,129.45,18770.25,Warehouse-4,96
FO-0953,Apple,Food,145,349.34,50654.3,Warehouse-4,27
TO-0954,Car,Toys,165,761.72,125683.8,Warehouse-1,60
CL-0955,Shoes,Clothing,295,338.91,99978.45,Warehouse-5,57
CL-0956,Pants,Clothing,148,637.72,94382.56,Warehouse-1,20
EL-0957,Monitor,Electronics,353,861.4,304074.2,Warehouse-2,53
FO-0958,Cheese,Food,410,428.92,175857.2,Warehouse-1,78
EL-0959,Tablet,Electronics,437,430.73,188229.01,Warehouse-4,51
TO-0960,Hammer,Tools,300,63.65,19095.0,Warehouse-2,33
EL-0961,Camera,Electronics,394,189.36,74607.84,Warehouse-3,87
FU-0962,Desk,Furniture,459,837.52,384421.68,Warehouse-5,37
FU-0963,Desk,Furniture,397,885.19,351420.43,Warehouse-5,56
TO-0964,Car,Toys,360,76.28,27460.8,Warehouse-5,99
FO-0965,Apple,Food,49,335.27,16428.23,Warehouse-4,95
CL-0966,Hat,Clothing,319,549.29,175223.51,Warehouse-4,31
EL-0967,Phone,Electronics,1,463.13,463.13,Warehouse-2,79
CL-0968,Pants,Clothing,336,149.23,50141.28,Warehouse-4,60
FU-0969,Couch,Furniture,356,503.24,179153.44,Warehouse-5,44
TO-0970,Saw,Tools,55,821.96,45207.8,Warehouse-5,66
EL-0971,Laptop,Electronics,147,640.39,94137.33,Warehouse-1,88
FO-0972,Bread,Food,359,105.8,37982.2,Warehouse-5,78
TO-0973,Blocks,Toys,297,81.45,24190.65,Warehouse-2,41
EL-0974,Monitor,Electronics,184,812.27,149457.68,Warehouse-3,45
CL-0975,Shirt,Clothing,354,752.91,266530.14,Warehouse-3,64
TO-0976,Drill,Tools,368,959.1,352948.8,Warehouse-5,36
TO-0977,Wrench,Tools,461,396.28,182685.08,Warehouse-1,78
BO-0978,Magazine,Books,20,764.3,15286.0,Warehouse-5,71
EL-0979,Laptop,Electronics,15,576.29,8644.35,Warehouse-2,36
EL-0980,Monitor,Electronics,57,9.64,549.48,Warehouse-2,48
TO-0981,Wrench,Tools,88,594.1,52280.8,Warehouse-1,67
TO-0982,Screwdriver,Tools,273,503.87,137556.51,Warehouse-4,24
BO-0983,Manual,Books,115,579.73,66668.95,Warehouse-3,80
TO-0984,Blocks,Toys,496,187.51,93004.96,Warehouse-2,26
EL-0985,Monitor,Electronics,491,374.12,183692.92,Warehouse-4,25
FU-0986,Couch,Furniture,404,637.33,257481.32,Warehouse-1,36
FO-0987,Apple,Food,360,679.87,244753.2,Warehouse-2,31
CL-0988,Hat,Clothing,74,264.73,19590.02,Warehouse-2,56
TO-0989,Saw,Tools,379,336.13,127393.27,Warehouse-5,88
FO-0990,Bread,Food,476,653.84,311227.84,Warehouse-3,88
FO-0991,Chicken,Food,306,85.85,26270.1,Warehouse-2,69
TO-0992,Blocks,Toys,235,676.98,159090.3,Warehouse-4,82
TO-0993,Saw,Tools,224,696.65,156049.6,Warehouse-3,54
EL-0994,Monitor,Electronics,477,116.35,55498.95,Warehouse-2,79
BO-0995,Manual,Books,36,898.01,32328.36,Warehouse-5,72
TO-0996,Hammer,Tools,381,849.37,323609.97,Warehouse-3,31
EL-0997,Phone,Electronics,330,312.72,103197.6,Warehouse-4,94
CL-0998,Jacket,Clothing,315,841.46,265059.9,Warehouse-1,28
FO-0999,Bread,Food,322,810.21,260887.62,Warehouse-4,93
